pack,source_file,chunk_id,domain,topic,chunk_type,risk_level,free_tier_access,standard_tier_access,premium_tier_access,recommended_free_response,restriction_reason,content_preview
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m04_cbt_exercise_008,cbt_eating_disorder_recovery,binge_eating_cycle,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Remember, this is the first time you have seen it all on paper - this can be pretty confronting, and your brain is going to want to pay attention to that! But this is the first ste"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m04_cbt_exercise_009,cbt_eating_disorder_recovery,self_monitoring,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"If anything, these are the bits that are most important to write down. If you notice these feelings jot them down in your thoughts and feelings column (e.g. ‘feel so ashamed’). It "
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m04_cbt_exercise_010,cbt_eating_disorder_recovery,pattern_awareness,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Rather than just focusing on what you eat, this particular self-monitoring is also designed to help you to identify triggers, key thought patterns and emotions, and consider the im"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m04_cbt_exercise_011,cbt_eating_disorder_recovery,meal_support,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Helpful tips for real-time self-monitoring include: • Set alarm reminders for every meal and snack you eat for the first 2-weeks, or until you get into the routine of monitoring. •"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m04_cbt_exercise_012,cbt_eating_disorder_recovery,binge_eating_cycle,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Reviewing Your Self-monitoring It is important that you review your self-monitoring in detail each week. This review will help you to identify problematic patterns of eating and ar
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m04_cbt_exercise_015,cbt_eating_disorder_recovery,reducing_scale_focus,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"What do you want to work on this week? (e.g., weekly weighing, complete self-monitoring every day) Break Free From ED Module Summary • Self-monitoring aims to increase your awarene"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m05_cbt_exercise_002,cbt_eating_disorder_recovery,reducing_scale_focus,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Break Free From ED Introduction In Module 4 we introduced self-monitoring, a key strategy to understand your attempts to control your eating, weight, and shape and start to make ch"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m05_cbt_exercise_006,cbt_eating_disorder_recovery,binge_eating_cycle,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,We are first going to need to teach your body when to expect food and when it has reached satiety. Later you will be able to tune into your body cues regarding hunger and fullness.
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m05_cbt_exercise_007,cbt_eating_disorder_recovery,binge_eating_cycle,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"With increasing hunger and symptoms of semi-starvation, the body craves more energy-dense foods (i.e., carbohydrates) and the urge to eat is very strong, usually leading to consumi"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m05_cbt_exercise_009,cbt_eating_disorder_recovery,binge_eating_cycle,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"These changes can cause feelings of fatigue, dizziness, brain fog and a range of gastrointestinal changes, like discomfort and nausea, as the body works to digest the food consumed"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m05_cbt_exercise_012,cbt_eating_disorder_recovery,binge_eating_cycle,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"What do you want to work on this week? (e.g., weekly weighing, complete self-monitoring every day- paying attention to my energy levels) Break Free From ED Module Summary • Maintai"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m06_cbt_exercise_006,cbt_eating_disorder_recovery,binge_eating_cycle,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,We will cover rules in Module 7 • Establishes habits that will help prevent binge eating. When eating regularly you are less likely to become overly hungry and feel out of control 
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m06_cbt_exercise_007,cbt_eating_disorder_recovery,regular_eating,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"You can also write this on your self- monitoring form. As best you can, prepare your meals and snacks in advance. Try to carry snacks with you (e.g., muesli bar, dried fruit, nuts,"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m06_cbt_exercise_011,cbt_eating_disorder_recovery,reducing_scale_focus,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Each meal and snack you eat should contain at least one serving of carbohydrates. Complex carbohydrates include foods like breads, pasta, potato, couscous, rice and cereals. contai"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m06_cbt_exercise_014,cbt_eating_disorder_recovery,driven_exercise,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"When your body and brain are less starved, and you are closer to your genetic set point weight range, you can address other aspects of your eating disorder, such as fears about par"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m07_cbt_exercise_004,cbt_eating_disorder_recovery,eating_for_recovery,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Take a look at your last week’s self- monitoring and write down the food that you have eaten in each food group over the past 7 days. If you are unsure which group the food belongs
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m07_cbt_exercise_010,cbt_eating_disorder_recovery,reducing_scale_focus,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,The next step is to write down a list of foods that you have been avoiding so we can start to identify the beliefs you have about these foods and then test out the accuracy of thes
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m07_cbt_exercise_011,cbt_eating_disorder_recovery,binge_eating_cycle,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,My Feared Foods Food I avoid Rate anxiety (1-10) My prediction: What do I think will happen if I include this regularly? e.g. hot chips 9 If I eat a small serve of hot chips 3 time
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m07_cbt_exercise_012,cbt_eating_disorder_recovery,eating_for_recovery,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Behavioural experiments provide a structured way of systematically and directly testing our fears. This will take some courage. Let’s take a look at the following example of settin
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m07_cbt_exercise_013,cbt_eating_disorder_recovery,reducing_scale_focus,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"I will eat a medium-sized hot chips from my local shop on Saturday, Tuesday, and Thursday this week to have with my evening meal. I will continue to eat regularly and not restrict "
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m07_cbt_exercise_014,cbt_eating_disorder_recovery,fear_foods,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Step 6: Re-rate the strength of your original prediction (0-100%): 55% Step 7: Double-down for improved learning. If you still believe the prediction to some degree, then you can d"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m07_cbt_exercise_016,cbt_eating_disorder_recovery,eating_for_recovery,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,That’s normal and perfectly okay – anxiety is safe and it’s unrealistic to expect it to just ‘go away’. We encourage you to be curious about what you learn as a result of making th
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m07_cbt_exercise_018,cbt_eating_disorder_recovery,reducing_scale_focus,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"What is scary for one person is not necessarily scary for another person. So, you will need to work out the best way of testing out feared foods for you. Try to be as brave as you "
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m07_cbt_exercise_019,cbt_eating_disorder_recovery,recovery_practice,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Step 5: Reflect on the experiment. What did I learn about my original prediction? Step 6: Re-rate the strength of your original prediction (0-100%): Step 7: Double-down for improve
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m07_cbt_exercise_022,cbt_eating_disorder_recovery,reducing_scale_focus,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Y/N Weekly weighing Self-monitoring daily and in real-time Eating regularly (i.e., 3 meals and 2-3 snacks daily) Eating adequate quantities of food Finally, set some goals! What do"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m07_cbt_exercise_023,cbt_eating_disorder_recovery,binge_eating_cycle,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Food Pyramid, which provides guidance on varied eating during recovery from an eating disorder. • We asked you to develop a list of feared foods and to identify the specific fears "
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m08_cbt_exercise_002,cbt_eating_disorder_recovery,binge_eating_cycle,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Break Free From ED Introduction By now, we hope you’re eating regularly and enough and experimenting with including feared foods. We will now turn our attention to binge eating, wh"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m08_cbt_exercise_005,cbt_eating_disorder_recovery,binge_eating_cycle,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,If you use binge eating to avoid or escape from distress then you won’t learn to deal with these feelings in other more helpful ways and will likely continue to struggle the next t
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m08_cbt_exercise_007,cbt_eating_disorder_recovery,binge_eating_cycle,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"When a rule is broken, many people describe abandoning their diets for a short period, thinking ‘I’ve failed so I may as well give up and get back on track tomorrow’. This ‘all-or-"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m08_cbt_exercise_008,cbt_eating_disorder_recovery,binge_eating_cycle,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Look at your self-monitoring from the past week and take some time to complete the worksheet below so you can better understand any binge eating that occurred. How many times this 
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m08_cbt_exercise_011,cbt_eating_disorder_recovery,binge_eating_cycle,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"This is also true of our emotions – even the most intense emotions can’t last forever, and we can learn to ride them out. Just like surfing a big wave will feel difficult at first,"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m08_cbt_exercise_012,cbt_eating_disorder_recovery,binge_eating_cycle,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"It’s about being aware of your triggers and early warning signs, so that you can start to intervene before the urge feels completely overwhelming. You have already started tuning i"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m08_cbt_exercise_013,cbt_eating_disorder_recovery,binge_eating_cycle,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"To begin with, if the urge still feels very strong at this time, you may still choose to binge, but be sure to note in your monitoring that you were able to delay this for 15 minut"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m08_cbt_exercise_015,cbt_eating_disorder_recovery,binge_eating_cycle,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Break Free From ED My Urge Surfing Log Use the following table to create your own urge surfing plan guided by the example. Next time you have an urge to binge, record the urge in t"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m08_cbt_exercise_020,cbt_eating_disorder_recovery,binge_eating_cycle,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,complete urge surfing log) Break Free From ED Module Summary • Many people with an eating disorder engage in binge eating • Binge eating involves a sense of loss of control over ea
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m09_cbt_exercise_011,cbt_eating_disorder_recovery,purging_risk,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Fullness 0 minutes 10 20 30 40 50 60 minutes minutes minutes minutes minutes minutes Time after eating Note how this person’s fullness increases and reduces at different times over
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m09_cbt_exercise_014,cbt_eating_disorder_recovery,purging_risk,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"What did you notice? (e.g., although it takes some time, the urge always passes; the more I practice sitting with urges, the more confident I feel to manage them; when I focus my a"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m10_cbt_exercise_003,cbt_eating_disorder_recovery,driven_exercise,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Driven exercise is often one of the first symptoms of an eating disorder to emerge and one of the last to be tackled as part of recovery from an eating disorder. NOTE: Intervention
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m10_cbt_exercise_004,cbt_eating_disorder_recovery,driven_exercise,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"If you are eating enough, then it’s a helpful guideline to be active on most days of the week, by doing things like walking the dog, going to a dance class, playing a game of socce"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m10_cbt_exercise_007,cbt_eating_disorder_recovery,driven_exercise,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"sick, or injured I exercise to avoid feeling bad (e.g., guilty, anxious) I feel driven to exercise I cancel plans/avoid activities I enjoy if they interfere with my exercise I find"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m10_cbt_exercise_008,cbt_eating_disorder_recovery,purging_risk,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"The following symptoms can be associated with driven exercise: - Amenorrhoea (losing your period) - Osteoporosis (low bone density) - Heart problems (including dizziness, fainting,"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m10_cbt_exercise_009,cbt_eating_disorder_recovery,driven_exercise,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"But you might have noticed yourself feeling quite anxious and holding on to exercise as a means of managing these changes. For example, maybe you added in a feared food this past w"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m10_cbt_exercise_010,cbt_eating_disorder_recovery,driven_exercise,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Safety behaviours seem helpful, because they reduce anxiety in the short- term. Unfortunately, they keep anxiety going in the longer term because they stop us from directly testing"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m10_cbt_exercise_011,cbt_eating_disorder_recovery,driven_exercise,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"This could involve any of the following: - Reducing the amount of time I’m exercising in a day (e.g., from 60 to 30 minutes) - Reducing the number of days I’m exercising each week "
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m10_cbt_exercise_012,cbt_eating_disorder_recovery,driven_exercise,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"My current exercise is 60 min gym workouts 7 x days per week. I will reduce this to 3 x gym workouts, and 4 exercise-free days this week. I will record this on my self-monitoring. "
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m10_cbt_exercise_013,cbt_eating_disorder_recovery,driven_exercise,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"If you still believe the prediction to some degree, which is normal, then you can double-down on your exercise experiment. What experiment could you conduct to ‘prove’ that your fe"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m10_cbt_exercise_015,cbt_eating_disorder_recovery,driven_exercise,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"In developing a healthy relationship with exercise, moving your body can be about a lot of things! Here are some examples of healthy reasons to move your body: • Maintaining good p"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m10_cbt_exercise_016,cbt_eating_disorder_recovery,driven_exercise,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Select some ideas to try from the list below or come up with your own ideas …  Kayaking  Touch rugby  Martial arts  Playing golf  Yoga class  Beach volleyball  Going for a s
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m11_cbt_exercise_006,cbt_eating_disorder_recovery,driven_exercise,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"This might include avoiding looking in mirrors, only wearing loose-fitting clothing, or avoiding situations where others might see your body (e.g. an exercise class). Break Free Fr"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m11_cbt_exercise_008,cbt_eating_disorder_recovery,body_checking,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"So, what is ‘normal’ when it comes to checking your body? It can vary from one behaviour to another but in general it can be helpful to think of body checking behaviours as existin"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m11_cbt_exercise_011,cbt_eating_disorder_recovery,body_checking,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Why People Engage in Checking Behaviours Many people believe that checking behaviours are helpful or necessary in some way. Highlight any beliefs you hold about checking: • Compari
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m11_cbt_exercise_012,cbt_eating_disorder_recovery,body_checking,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Break Free From ED Body Checking “Up” and “Down” Experiment If you are often body checking and believe this is helpful and valuable to you, then you can conduct an experiment to se"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m11_cbt_exercise_013,cbt_eating_disorder_recovery,body_checking,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"In this experiment we want you to alternate between each day of the week, turning DOWN the volume on body checking one day, then turning UP the volume on body checking the next day"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m11_cbt_exercise_015,cbt_eating_disorder_recovery,body_checking,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"E.g., on days I check more, I will feel better about my body. • Enter your predictions into the left column Step 3: Record what happens: • At the end of each day, rate what happene"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m11_cbt_exercise_016,cbt_eating_disorder_recovery,binge_eating_cycle,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Checking Checking Checking Checking Checking Rating (0-10) Rating (0- Rating (0-10) Rating (0- Rating (0-10) 10) 10) Example prediction 5 3 6 3 6 “I will feel better about my body”
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m11_cbt_exercise_018,cbt_eating_disorder_recovery,driven_exercise,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Check in with your use of media and social media • What pages are you following? • Do they contain unrealistic images or images that make you feel worse about your own body? Do the
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m12_cbt_exercise_003,cbt_eating_disorder_recovery,driven_exercise,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,What do you think would happen if you approached this situation? • Rate your anxiety about approaching the situation on a scale from 0-10. 0 – Perfectly relaxed; 10 – Overwhelming 
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m12_cbt_exercise_004,cbt_eating_disorder_recovery,body_avoidance,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"sexual intimacy) Self-care activities (e.g. applying sun-cream, washing face, shaving legs) Being photographed Being recorded on video Posting images of myself on social media Eati"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m12_cbt_exercise_006,cbt_eating_disorder_recovery,body_avoidance,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Note: Reducing body image concerns is not about loving your body all the time, but about developing body acceptance. You might hear this described as body neutrality because it’s a"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m12_cbt_exercise_009,cbt_eating_disorder_recovery,graded_reengagement,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"When your gaze reaches your toes, work your way all the way back up to the top of your head, continuing to describe each part of your body non-judgementally. Congratulations on com"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m12_cbt_exercise_010,cbt_eating_disorder_recovery,driven_exercise,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,Break Free From ED Other Exposure Experiments There are lots of ways you can experiment with approaching situations you avoid due to your body image concerns. Take a look at the ta
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m12_cbt_exercise_013,cbt_eating_disorder_recovery,driven_exercise,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Y/N Weekly weighing Completing self-monitoring daily, and in real-time Eating regularly Eating adequately Feared food experiments, exercise experiment Checking UP/DOWN experiment F"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m13_cbt_exercise_010,cbt_eating_disorder_recovery,core_beliefs,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Write down at least one piece of evidence each day until you have 10 or more items on your list. • Develop a balanced, core belief. Tips for collecting evidence: • Be as specific a"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m13_cbt_exercise_017,cbt_eating_disorder_recovery,core_beliefs,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Think about what you could do to collect more evidence for your new core beliefs. Ask yourself, “what new behaviours will I need to try out? How will I be behaving differently to b"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m13_cbt_exercise_019,cbt_eating_disorder_recovery,core_beliefs,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"and the world we live in. • Core beliefs develop over time, usually from childhood and through the experience of significant life events or particular life circumstances (e.g., bod"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m14_cbt_exercise_002,cbt_eating_disorder_recovery,setbacks,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,The most important thing for you to do now is to continue to practice and apply the strategies you have learned until they become more like habits that have been integrated into yo
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m14_cbt_exercise_003,cbt_eating_disorder_recovery,purging_risk,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"In Module 4, you learnt how to review your eating in real time, so you could really understand what is happening with your eating patterns, develop awareness of what you’re thinkin"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m14_cbt_exercise_005,cbt_eating_disorder_recovery,binge_eating_cycle,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"If you notice any setbacks, come back to your eating and check in if it is regular, adequate, varied, and including previously feared foods. Break Free From ED Urge Surfing Modules"
Eating Disorder Recovery,santum_ai_cbt_eating_disorder_recovery_vector_index_v1_EMBED_READY.json,cbt_ed_recovery_m14_cbt_exercise_006,cbt_eating_disorder_recovery,body_checking,cbt_exercise,medium,deny,allow,allow,upgrade_prompt,explicit_cbt_exercise,"Behavioural Experiments Behavioural experiments are a key strategy that can test out the accuracy of all kinds of beliefs and predictions you may hold. By now, you’ve used behaviou"
